Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Philadelphia,10/10/2020,155,193,34430,1584064,9.8,12.2,2173.5,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northumberland,02/11/2021,74,43.6,7700,90843,81.5,48,8476.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Allegheny,12/06/2020,638,819.6,34139,1216045,52.5,67.4,2807.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Clinton,04/10/2020,1,0.9,7,38632,2.6,2.2,18.1,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Tioga,03/21/2021,5,5,2549,40591,12.3,12.3,6279.7,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Berks,01/07/2021,338,304.3,25897,421164,80.3,72.2,6148.9,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Greene,03/10/2021,6,4.7,2721,36233,16.6,13,7509.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Montgomery,03/12/2021,124,139.3,55692,830915,14.9,16.8,6702.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Westmoreland,02/17/2021,89,69.6,26188,348899,25.5,19.9,7505.9,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Armstrong,05/29/2021,0,2.9,5981,64735,0,4.4,9239.2,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Butler,04/29/2021,64,39,16773,187853,34.1,20.8,8928.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Chester,08/29/2020,23,23,5643,524989,4.4,4.4,1074.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Susquehanna,04/02/2020,1,0.4,4,40328,2.5,1.1,9.9,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Clearfield,02/14/2021,5,27.6,6043,79255,6.3,34.8,7624.8,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Adams,05/10/2021,18,17.3,9349,103009,17.5,16.8,9075.9,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Clearfield,04/04/2021,14,37.7,7395,79255,17.7,47.6,9330.6,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Chester,05/09/2021,38,81.3,39797,524989,7.2,15.5,7580.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Somerset,05/03/2020,1,0.7,31,73447,1.4,1,42.2,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lancaster,11/04/2020,117,105.4,10413,545724,21.4,19.3,1908.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Fayette,04/18/2020,0,1.4,73,129274,0,1.1,56.5,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Clearfield,04/13/2021,28,31.9,7704,79255,35.3,40.2,9720.5,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Lehigh,05/14/2020,28,37.7,3399,369318,7.6,10.2,920.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Luzerne,10/31/2020,77,69,5669,317417,24.3,21.7,1786,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Northumberland,10/07/2020,16,20.1,1249,90843,17.6,22.2,1374.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Tioga,03/03/2020,0,,0,40591,0,,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Delaware,10/30/2020,137,116.6,13992,566747,24.2,20.6,2468.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Blair,10/02/2020,15,13.1,774,121829,12.3,10.8,635.3,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Wayne,03/08/2021,10,10,3164,51361,19.5,19.5,6160.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lancaster,09/24/2020,43,43.9,7789,545724,7.9,8,1427.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Westmoreland,05/08/2021,34,77.1,33368,348899,9.7,22.1,9563.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Susquehanna,06/18/2020,5,1.7,183,40328,12.4,4.3,453.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Pennsylvania,01/14/2021,6728,7301,757620,12801989,52.6,57,5918,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,10/23/2020,341,272,37629,1584064,21.5,17.2,2375.5,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lebanon,04/19/2020,20,31,508,141793,14.1,21.9,358.3,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Allegheny,03/04/2021,278,239.3,77693,1216045,22.9,19.7,6389,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Montour,02/09/2021,0,8.6,1685,18230,0,47,9243,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Mifflin,04/23/2020,2,1.3,27,46138,4.3,2.8,58.5,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Allegheny,01/07/2021,963,670.4,59249,1216045,79.2,55.1,4872.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Fayette,04/07/2020,3,3.6,42,129274,2.3,2.8,32.5,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Crawford,01/31/2021,17,28.9,6021,84629,20.1,34.1,7114.6,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Westmoreland,01/07/2021,365,253.1,21433,348899,104.6,72.6,6143,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Cameron,11/05/2020,0,0.7,14,4447,0,16.1,314.8,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Berks,09/26/2020,51,33.1,7080,421164,12.1,7.9,1681.1,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,04/13/2021,5899,4787.1,1089286,12801989,46.1,37.4,8508.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Cumberland,06/21/2020,8,7.7,794,253370,3.2,3,313.4,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,05/31/2020,5,5,639,253370,2,2,252.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Susquehanna,03/01/2020,0,,0,40328,0,,0,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Berks,02/09/2021,104,131.1,33844,421164,24.7,31.1,8035.8,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Bucks,12/04/2020,489,425.9,20069,628270,77.8,67.8,3194.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Delaware,02/26/2021,162,123.6,40659,566747,28.6,21.8,7174.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Union,08/18/2020,11,7.3,327,44923,24.5,16.2,727.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Butler,02/18/2021,46,36.6,13650,187853,24.5,19.5,7266.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Cumberland,03/04/2020,0,,0,253370,0,,0,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Erie,04/02/2021,61,43.7,18820,269728,22.6,16.2,6977.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Montour,04/14/2021,4,3.3,1904,18230,21.9,18,10444.3,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Washington,04/12/2021,80,66,15989,206865,38.7,31.9,7729.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Westmoreland,12/17/2020,325,391.7,15933,348899,93.2,112.3,4566.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Berks,10/02/2020,39,41.3,7318,421164,9.3,9.8,1737.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,08/19/2020,821,689.9,127999,12801989,6.4,5.4,999.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clinton,06/14/2020,1,0.4,65,38632,2.6,1.1,168.3,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Clinton,04/18/2021,8,16.7,3381,38632,20.7,43.3,8751.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Union,12/02/2020,34,27.1,1803,44923,75.7,60.4,4013.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Venango,03/17/2021,5,6.1,3532,50668,9.9,12.1,6970.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
McKean,10/29/2020,7,6.1,168,40625,17.2,15.1,413.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Butler,04/28/2021,39,37.1,16709,187853,20.8,19.8,8894.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Forest,06/21/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lackawanna,03/12/2020,0,0,0,209674,0,0,0,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Adams,05/08/2021,12,19.9,9325,103009,11.6,19.3,9052.6,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Union,05/16/2021,5,6.7,6073,44923,11.1,14.9,13518.7,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Northumberland,02/08/2021,35,82.3,7570,90843,38.5,90.6,8333.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Tioga,12/27/2020,19,14.6,1923,40591,46.8,35.9,4737.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Venango,03/12/2021,10,7.6,3509,50668,19.7,14.9,6925.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Greene,04/24/2020,0,0.1,26,36233,0,0.4,71.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Wyoming,10/29/2020,4,5.6,158,26794,14.9,20.8,589.7,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Northumberland,01/02/2021,51,82.3,5275,90843,56.1,90.6,5806.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lawrence,08/20/2020,3,2.4,439,85512,3.5,2.8,513.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Centre,03/09/2020,0,0,0,162385,0,0,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Bradford,04/04/2020,0,0.7,11,60323,0,1.2,18.2,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
McKean,09/07/2020,0,0.3,49,40625,0,0.7,120.6,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Carbon,11/21/2020,27,24.7,1080,64182,42.1,38.5,1682.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lebanon,02/19/2021,43,32.7,12654,141793,30.3,23.1,8924.3,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Pike,02/12/2021,13,17,2367,55809,23.3,30.5,4241.3,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Lancaster,04/29/2021,171,141.1,53177,545724,31.3,25.9,9744.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Cameron,09/30/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Lancaster,01/13/2021,307,378.1,33008,545724,56.3,69.3,6048.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Westmoreland,04/17/2020,30,9.1,281,348899,8.6,2.6,80.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Northampton,04/21/2021,114,123.6,33650,305285,37.3,40.5,11022.5,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Somerset,11/27/2020,85,67,1856,73447,115.7,91.2,2527,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Fulton,07/10/2020,0,0.1,19,14530,0,1,130.8,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Bradford,06/03/2020,0,0.3,52,60323,0,0.5,86.2,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Tioga,03/08/2021,3,3.4,2501,40591,7.4,8.4,6161.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Northampton,06/09/2021,9,10.1,35776,305285,2.9,3.3,11718.9,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Centre,10/19/2020,25,27.9,3840,162385,15.4,17.2,2364.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lehigh,07/28/2020,39,25.6,4792,369318,10.6,6.9,1297.5,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Northumberland,05/09/2021,4,16.4,9391,90843,4.4,18.1,10337.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lancaster,04/16/2021,214,215.4,51178,545724,39.2,39.5,9378,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Northampton,04/22/2021,146,116.7,33796,305285,47.8,38.2,11070.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lancaster,12/17/2020,479,391.6,23977,545724,87.8,71.8,4393.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Allegheny,11/23/2020,517,542.4,24607,1216045,42.5,44.6,2023.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lehigh,10/01/2020,29,24.7,5777,369318,7.9,6.7,1564.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Berks,12/05/2020,267,274.1,15801,421164,63.4,65.1,3751.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Westmoreland,02/24/2021,54,56.7,26585,348899,15.5,16.3,7619.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Franklin,03/31/2021,32,40.9,13568,155027,20.6,26.4,8752,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Bucks,05/31/2021,5,23.4,60557,628270,0.8,3.7,9638.7,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Wayne,01/27/2021,19,17.6,2644,51361,37,34.2,5147.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Blair,08/03/2020,5,6.9,244,121829,4.1,5.6,200.3,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Fulton,10/20/2020,0,0.4,62,14530,0,2.9,426.7,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Philadelphia,04/08/2020,534,443.1,4939,1584064,33.7,28,311.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Westmoreland,12/14/2020,561,449.9,14878,348899,160.8,128.9,4264.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Elk,05/06/2020,0,0,5,29910,0,0,16.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Lancaster,04/24/2020,48,54.1,1500,545724,8.8,9.9,274.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Columbia,05/20/2021,14,9.7,5798,64964,21.6,15,8924.9,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Union,08/26/2020,0,2.7,370,44923,0,6,823.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Berks,05/12/2020,39,61.7,3487,421164,9.3,14.7,827.9,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cumberland,03/18/2021,52,41.1,17352,253370,20.5,16.2,6848.5,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Snyder,03/25/2021,6,7.4,3274,40372,14.9,18.4,8109.6,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Blair,10/13/2020,10,14.4,952,121829,8.2,11.8,781.4,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Allegheny,04/03/2021,292,410.3,87327,1216045,24,33.7,7181.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Washington,08/16/2020,14,9.1,930,206865,6.8,4.4,449.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Carbon,02/26/2021,20,11.7,4904,64182,31.2,18.3,7640.8,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Greene,03/24/2021,7,6.7,2798,36233,19.3,18.5,7722.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Pennsylvania,09/25/2020,940,826.6,156894,12801989,7.3,6.5,1225.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Butler,03/24/2020,6,1.7,12,187853,3.2,0.9,6.4,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Delaware,06/13/2020,21,30.6,6933,566747,3.7,5.4,1223.3,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Northumberland,07/29/2020,2,3.9,410,90843,2.2,4.2,451.3,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lebanon,12/07/2020,151,131.6,6328,141793,106.5,92.8,4462.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Bucks,04/19/2021,278,257.4,56229,628270,44.2,41,8949.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Northumberland,09/10/2020,6,6.6,802,90843,6.6,7.2,882.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Chester,09/19/2020,43,52.9,6611,524989,8.2,10.1,1259.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Bucks,04/27/2020,64,105.6,2702,628270,10.2,16.8,430.1,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Northumberland,06/26/2020,7,5.6,299,90843,7.7,6.1,329.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Berks,03/15/2020,0,0,0,421164,0,0,0,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Allegheny,11/20/2020,589,519.4,23122,1216045,48.4,42.7,1901.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Pennsylvania,06/01/2020,593,603.1,73163,12801989,4.6,4.7,571.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,03/24/2021,3709,3370,1001302,12801989,29,26.3,7821.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clinton,03/08/2021,6,7.4,2888,38632,15.5,19.2,7475.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Franklin,06/05/2021,6,9.3,15369,155027,3.9,6,9913.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Wayne,02/03/2021,4,18.4,2773,51361,7.8,35.9,5399,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Centre,06/26/2020,2,2.7,205,162385,1.2,1.7,126.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Pennsylvania,03/27/2021,3048,3683.6,1013401,12801989,23.8,28.8,7916,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Franklin,04/22/2021,39,35.1,14498,155027,25.2,22.7,9351.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Potter,08/15/2020,0,0.1,22,16526,0,0.9,133.1,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Allegheny,03/04/2020,0,,0,1216045,0,,0,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Armstrong,03/09/2020,0,0,0,64735,0,0,0,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Susquehanna,06/24/2020,0,0.9,184,40328,0,2.1,456.3,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Allegheny,03/16/2020,2,0.7,5,1216045,0.2,0.1,0.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Cambria,05/09/2020,2,1.6,47,130192,1.5,1.2,36.1,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Washington,03/24/2020,1,1.1,10,206865,0.5,0.6,4.8,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Centre,05/24/2021,3,8.1,16832,162385,1.8,5,10365.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Pike,11/22/2020,7,10.4,827,55809,12.5,18.7,1481.8,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Venango,04/17/2021,5,7,3665,50668,9.9,13.8,7233.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Philadelphia,04/29/2021,477,452.4,142452,1584064,30.1,28.6,8992.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Carbon,03/14/2021,2,11.3,5056,64182,3.1,17.6,7877.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Westmoreland,04/04/2021,54,113.4,29795,348899,15.5,32.5,8539.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Philadelphia,08/21/2020,149,116.6,28523,1584064,9.4,7.4,1800.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lancaster,12/28/2020,321,307.3,27296,545724,58.8,56.3,5001.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Sullivan,04/08/2020,0,0.1,1,6066,0,2.4,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Bucks,01/17/2021,214,283.6,36325,628270,34.1,45.1,5781.7,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Centre,11/13/2020,56,64.9,5171,162385,34.5,39.9,3184.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Fayette,03/21/2020,1,0.1,1,129274,0.8,0.1,0.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Pennsylvania,10/08/2020,1415,1153.6,170709,12801989,11.1,9,1333.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,01/04/2021,85,104.6,8874,163929,51.9,63.8,5413.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,10/25/2020,76,62.4,9435,545724,13.9,11.4,1728.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Bucks,05/07/2020,124,96.6,3796,628270,19.7,15.4,604.2,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Elk,06/05/2020,0,0,5,29910,0,0,16.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Mifflin,01/10/2021,25,33.6,3797,46138,54.2,72.8,8229.7,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Washington,04/19/2021,74,66,16451,206865,35.8,31.9,7952.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Greene,02/20/2021,6,9.3,2614,36233,16.6,25.6,7214.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Venango,04/07/2021,2,3.9,3597,50668,3.9,7.6,7099.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lebanon,05/26/2020,14,7.4,941,141793,9.9,5.2,663.6,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Greene,02/24/2021,10,9.1,2653,36233,27.6,25.2,7322.1,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Blair,11/25/2020,121,124.4,3796,121829,99.3,102.1,3115.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Mifflin,04/20/2020,1,1.1,22,46138,2.2,2.5,47.7,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Perry,03/09/2020,0,0,0,46272,0,0,0,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Warren,05/19/2020,0,0,2,39191,0,0,5.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Pike,04/03/2021,14,22.1,3249,55809,25.1,39.7,5821.6,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Montour,05/15/2021,0,1.4,1993,18230,0,7.8,10932.5,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Columbia,05/09/2021,9,19.9,5669,64964,13.9,30.6,8726.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Fulton,09/30/2020,0,0.9,51,14530,0,5.9,351,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Northampton,05/18/2021,24,33.4,35417,305285,7.9,10.9,11601.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Wyoming,11/11/2020,24,10.7,289,26794,89.6,40,1078.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Montgomery,11/04/2020,128,125.4,14876,830915,15.4,15.1,1790.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Luzerne,02/10/2021,86,93.6,23924,317417,27.1,29.5,7537.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Chester,11/18/2020,216,157.6,10450,524989,41.1,30,1990.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Montgomery,11/13/2020,287,249.1,17009,830915,34.5,30,2047,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Washington,05/04/2021,29,42.7,17115,206865,14,20.6,8273.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
